,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
242,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2129,36-45
243,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,40,Philippines,<=50K,-2080,36-45
244,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,60,China,<=50K,-2057,56-65
245,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2057,26-35
246,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Canada,<=50K,-2057,46-55
247,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2057,26-35
248,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,<=50K,-2057,26-35
249,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,-2057,26-35
250,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,-2051,36-45
251,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,-2051,26-35
252,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,-2051,26-35
253,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,-2051,46-55
254,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2051,46-55
255,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,United-States,<=50K,-2051,46-55
256,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,-2051,26-35
257,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2051,36-45
258,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2051,26-35
259,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,-2051,26-35
260,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,57,United-States,<=50K,-2051,26-35
261,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,<=50K,-2051,46-55
262,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2051,46-55
263,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,-2051,36-45
264,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,-2051,36-45
265,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,-2051,26-35
266,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2051,36-45
267,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K,-2051,26-35
268,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K,-2051,36-45
269,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2051,36-45
270,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,United-States,<=50K,-2051,56-65
271,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2042,36-45
272,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,-2042,26-35
273,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,-2042,46-55
274,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,-2042,36-45
275,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K,-2042,36-45
276,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,10,United-States,<=50K,-2042,26-35
277,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,-2042,26-35
278,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,-2042,26-35
279,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,34,United-States,<=50K,-2042,56-65
280,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2002,46-55
281,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,<=50K,-2002,46-55
282,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,-2002,56-65
283,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2002,46-55
284,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Iran,<=50K,-2002,26-35
285,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2002,36-45
286,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States,<=50K,-2002,26-35
287,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,England,<=50K,-2002,26-35
288,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,-2002,26-35
289,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,-2002,56-65
290,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,<=50K,-2002,46-55
291,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,-2002,26-35
292,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,-2002,36-45
293,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,40,United-States,<=50K,-2002,36-45
294,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K,-2002,36-45
295,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,-2002,26-35
296,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2002,36-45
297,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,-2002,26-35
298,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,-2002,46-55
299,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,-2002,46-55
300,Self-emp-not-inc,Doctorate,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,-2002,46-55
301,Private,HS-grad,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,<=50K,-2001,17-25
302,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,42,United-States,<=50K,-2001,26-35
303,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,40,United-States,<=50K,-2001,17-25
304,Federal-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Male,60,United-States,<=50K,-2001,36-45
305,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,-2001,26-35
306,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,-2001,26-35
307,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,30,United-States,<=50K,-2001,17-25
308,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,-2001,17-25
309,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,-2001,17-25
310,Private,HS-grad,Separated,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,-2001,46-55
311,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,-2001,36-45
312,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,35,United-States,<=50K,-2001,46-55
313,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,-2001,17-25
314,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,-2001,17-25
315,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,37,United-States,<=50K,-2001,17-25
316,Federal-gov,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,65,United-States,<=50K,-2001,56-65
317,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,-2001,17-25
318,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,-2001,26-35
319,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,-2001,17-25
320,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,-2001,17-25
321,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,-2001,46-55
322,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,-2001,26-35
323,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,-2001,26-35
324,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,-2001,36-45
325,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,-1980,26-35
326,Private,Some-college,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,-1980,26-35
327,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,65,United-States,<=50K,-1980,26-35
328,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K,-1980,26-35
329,Federal-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,-1980,26-35
330,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,-1980,26-35
331,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,46,United-States,<=50K,-1980,36-45
332,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,45,England,<=50K,-1980,36-45
333,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,56,United-States,<=50K,-1980,36-45
334,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,<=50K,-1980,26-35
335,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,-1980,36-45
336,Private,10th,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,-1980,26-35
337,Private,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K,-1980,56-65
338,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,United-States,<=50K,-1980,36-45
339,Private,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,60,United-States,<=50K,-1980,26-35
340,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,-1980,26-35
341,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,-1980,26-35
342,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,-1980,17-25
343,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,-1980,26-35
344,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,-1980,56-65
345,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,United-States,<=50K,-1980,36-45
346,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,-1980,46-55
347,Private,10th,Never-married,Sales,Other-relative,White,Male,40,United-States,<=50K,-1980,26-35
348,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,-1977,46-55
349,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,>50K,-1977,36-45
350,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K,-1977,36-45
351,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,46-55
352,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,-1977,36-45
353,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,>50K,-1977,36-45
354,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K,-1977,26-35
355,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,>50K,-1977,26-35
356,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,-1977,46-55
357,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,-1977,46-55
358,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,36-45
359,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,36-45
360,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,36-45
361,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,-1977,36-45
362,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,-1977,36-45
363,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,-1977,46-55
364,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,56-65
365,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,-1977,46-55
366,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K,-1977,36-45
367,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,-1977,46-55
368,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,-1977,46-55
369,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K,-1977,26-35
370,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,-1977,36-45
371,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K,-1977,56-65
372,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,-1977,36-45
373,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,-1977,36-45
374,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,-1977,46-55
375,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,-1977,36-45
376,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,46-55
377,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,>50K,-1977,26-35
378,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,36-45
379,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,46-55
380,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,26-35
381,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,46-55
382,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,>50K,-1977,36-45
383,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,-1977,17-25
384,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,46-55
385,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,56-65
386,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,-1977,56-65
387,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,-1977,36-45
388,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,>50K,-1977,56-65
389,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,-1977,36-45
390,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,China,>50K,-1977,56-65
391,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,46-55
392,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,-1977,36-45
393,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K,-1977,36-45
394,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,-1977,36-45
395,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,>50K,-1977,36-45
396,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,-1977,36-45
397,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,-1977,26-35
398,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,-1977,46-55
399,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,>50K,-1977,36-45
400,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,46-55
401,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,26-35
402,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,-1977,36-45
403,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,United-States,>50K,-1977,46-55
404,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,-1977,46-55
405,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,United-States,>50K,-1977,36-45
